contract_id,label,text,clause_type_attention,review_sensitive_category_score,category_absence_rate,category_absence_prevalence,short_clause_signal,late_document_position,no_numbering_signal,layout_irregularity,layout_irregularity_proxy,scope_note,nearest_clause_similarity,nearest_reference_label,nearest_reference_contract_id,reference_match_scope,semantic_deviation,semantic_deviation_from_reference,clause_type_attention_norm,category_absence_rate_norm,layout_irregularity_norm,semantic_deviation_norm,proxy_risk_score,proxy_review_priority_score,score_interpretation,proxy_priority_band
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement",Post-Termination Services,"In the event this Agreement is terminated by either Party for any reason whatsoever, HEMISPHERX agrees to reasonable efforts to make Product available to SCIEN for a period of three (3) months after the termination date at the same Transfer Price and under the same terms of payment.",1.0,1.0,0.6431372549019607,0.6431372549019607,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5241684913635254,Post-Termination Services,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement,same_label_different_contract,0.4758315086364746,0.4758315086364746,0.9999999985714286,0.6176470581108597,0.0,0.5750360879314897,0.598170786082016,0.598170786082016,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Post-Termination Services,"Upon the expiration or termination of either the Lease Agreement or the Franchise Agreement (attached), Lessor will cooperate with and assist Franchisor in securing possession of the Premises and if Franchisor does not elect to take an assignment of the Lessee's interest, Lessor will allow Franchisor to enter the Premises, without being guilty of trespass and without incurring any liability to Lessor, to remove all signs, awnings, and all other items identifying the Premises as a Franchised Business and to make other modifications (such as repainting) as are reasonably necessary to protect The Joint marks and system, and to distinguish the Premises from a Franchised Business.",1.0,1.0,0.6431372549019607,0.6431372549019607,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5245187282562256,Post-Termination Services,BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,same_label_different_contract,0.4754812717437744,0.4754812717437744,0.9999999985714286,0.6176470581108597,0.0,0.5746128314886945,0.5980649719713171,0.5980649719713171,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT,Insurance,"In addition, Operator shall maintain employer's liability insurance with a limit of not less than one million dollars ($1,000,000) each accident, one million dollars ($1,000,000) disease each employee, and one million dollars ($1,000,000) disease policy limit.",1.0,1.0,0.6745098039215687,0.6745098039215687,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.7767542600631714,Insurance,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT",same_label_different_contract,0.2232457399368286,0.2232457399368286,0.9999999985714286,0.6538461530917161,0.33333333299999995,0.2697896784618677,0.5975756240598246,0.5975756240598246,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
Microgenics Corporation - Collaborative Development and Commercialization Agreement,Audit Rights,"and records upon reasonable notice (which shall be no less than [***] ([***]) calendar days prior notice, unless a shorter period is mutually agreed to by the Parties), and during normal business hours.",1.0,1.0,0.580392156862745,0.580392156862745,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.687320351600647,Audit Rights,KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,same_label_different_contract,0.312679648399353,0.312679648399353,0.9999999985714286,0.5452488681491472,0.33333333299999995,0.3778693204130442,0.5974462133119764,0.5974462133119764,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,Audit Rights,"During regular business hours but no more frequently than once a year, Bank of America may, at Its sole expense, perform a confidential audit of Supplier's operations as they pertain to the Products or services provided under this Agreement.",1.0,1.0,0.580392156862745,0.580392156862745,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.687928318977356,Audit Rights,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1),same_label_different_contract,0.31207168102264404,0.31207168102264404,0.9999999985714286,0.5452488681491472,0.33333333299999995,0.37713460024345397,0.5972625332695789,0.5972625332695789,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Post-Termination Services,"If any such insurance is on a ""claims made"" basis, XSPA shall maintain coverage thereunder for a period of at least two (2) years following the termination of this Agreement.",1.0,1.0,0.6431372549019607,0.6431372549019607,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5272659063339233,Post-Termination Services,KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,same_label_different_contract,0.47273409366607666,0.47273409366607666,0.9999999985714286,0.6176470581108597,0.0,0.5712929047615951,0.5972349902895423,0.5972349902895423,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT,Ip Ownership Assignment,"The Parties agree that any and all intellectual property researched and developed, created and invented by the Parties (including their employees) in the course of performance of this Agreement shall be owned by Party B. For the purpose of this Article 12.3, ""Intellectual Property"" means the patent, patent application right, trademark, service mark, logo, image, trade name, internet domain name, design right, copyright (including copyright of computer software) and moral rights, database right, right of semiconductor design drawing, utility model, proprietary technology and other intellectual property that are registered and unregistered including those that have applied for registration, as well as all other rights or protection methods with same or similar effect on a global scope.",1.0,1.0,0.7568627450980392,0.7568627450980392,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6373304724693298,Ip Ownership Assignment,JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,same_label_different_contract,0.36266952753067017,0.36266952753067017,0.9999999985714286,0.7488687774164636,0.0,0.4382813982320442,0.5967875434835556,0.5967875434835556,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,Post-Termination Services,"During the Term and for a period of two (2) years after any expiration or termination of this Agreement, each party shall maintain (i) a commercial general liability insurance policy or policies with minimum limits of $[***] per occurrence and $[***] in the aggregate on an annual basis and (ii) a product liability insurance policy or policies with minimum limits of $[***] per occurrence and $[***] in the aggregate on an annual basis; provided that the minimum product liability policy limits set forth above shall be increased to at least $[***] per occurrence and $[***] in the aggregate on an annual basis no later than December 31, 2006.",1.0,1.0,0.6431372549019607,0.6431372549019607,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5290773510932922,Post-Termination Services,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement,same_label_different_contract,0.47092264890670776,0.47092264890670776,0.9999999985714286,0.6176470581108597,0.0,0.5691037988131621,0.596687713802434,0.596687713802434,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Cap On Liability,"For the avoidance of doubt, PPG SHANGHAI hereby declares and represents that PPG SHANGHAI is not responsible for any damage to the Products after they have been taken away from PPG SHANGHAI's warehouse and caused by DISTRIBUTOR or its transport agent.",1.0,1.0,0.4607843137254902,0.4607843137254902,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5757486820220947,Cap On Liability,"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",same_label_different_contract,0.4242513179779053,0.4242513179779053,0.9999999985714286,0.40723981853463287,0.33333333299999995,0.5127021406178979,0.5966521559595612,0.5966521559595612,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Cap On Liability,"EXCEPT FOR CLAIMS BROUGHT BY PRETZEL TIME WITH REGARD TO FRANCHISEE'S OBLIGATIONS TO MAKE PAYMENTS TO PRETZEL TIME PURSUANT TO THIS AGREEMENT OR TO INDEMNIFY PRETZEL TIME PURSUANT TO THIS AGREEMENT, ANY AND ALL CLAIMS ARISING OUT OF OR RELATING TO THIS AGREEMENT OR THE RELATIONSHIP OF FRANCHISEE AND PRETZEL TIME PURSUANT TO THIS AGREEMENT SHALL BE BARRED UNLESS AN ACTION IS COMMENCED WITHIN: (1) TWO (2) YEARS FROM THE DATE ON WHICH THE ACT OR EVENT GIVING RISE TO THE CLAIM OCCURRED OR (2) ONE (1) YEAR FROM THE DATE ON WHICH FRANCHISEE OR PRETZEL TIME KNEW OR SHOULD HAVE KNOWN, IN THE EXERCISE OF REASONABLE DILIGENCE OF THE FACTS GIVEN RISE TO SUCH CLAIMS, WHICHEVER OCCURS FIRST.",1.0,1.0,0.4607843137254902,0.4607843137254902,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5762948989868164,Cap On Liability,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,same_label_different_contract,0.4237051010131836,0.4237051010131836,0.9999999985714286,0.40723981853463287,0.33333333299999995,0.5120420449674935,0.5964871320469601,0.5964871320469601,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Exclusivity,"Neither party may solicit or enter into any agreement with any third party regarding third-party promotional opportunities with respect to the Wireless Products without the other party's prior written consent; provided that the foregoing will not limit Licensee's rights to market and promote the Wireless Products directly and through (i) CSPs, subject to any Fox approval rights set forth elsewhere in this Agreement, or (ii) Fox's right to engage in third party promotions for the Properties involving wireless content otherwise sourced or created.",1.0,1.0,0.6470588235294117,0.6470588235294117,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5348593592643738,Exclusivity,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",same_label_different_contract,0.4651406407356262,0.4651406407356262,0.9999999985714286,0.6221719449834667,0.0,0.5621163218748023,0.5960720662859958,0.5960720662859958,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement",Audit Rights,"If Bellicum or or Bellicum's Licensees conduct a Facility audit or inspection more than [...***...] in a [...***...] month period, and such additional audits are not ""for cause"" audits, then Bellicum and its Licensees (as applicable) shall reimburse Miltenyi for all reasonable out-of-pocket expenses reasonably incurred by Miltenyi as a direct result of Facility audits and/or inspections pursuant to Sections 9.1and 9.3 solely to the extent that they relate to the review of a Bellicum Produc",1.0,1.0,0.580392156862745,0.580392156862745,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.4735325276851654,Audit Rights,RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,same_label_different_contract,0.5264674723148346,0.5264674723148346,0.9999999985714286,0.5452488681491472,0.0,0.6362289499934577,0.5953694541070798,0.5953694541070798,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",Non-Compete,"You further covenant and agree that, for a continuous period of two (2) years after (1) the expiration of this Agreement, (2) the non-renewal of this Agreement, (3) the termination of this Agreement, and/or (4) a transfer as contemplated in Section 16 above: 19.5.1 you will not directly or indirectly, for yourself, or through, on behalf of, or in conjunction with any person, firm, partnership, corporation, or other entity, sell, assign, lease, and/or transfer the Approved Location to any person, firm, partnership, corporation, or other entity that you know, or have reason to know, intends to operate a Competitive Business at the Approved Location; and 19.5.2 you will not solicit, divert, or attempt to solicit or divert any actual or potential business or customer of the Franchised Business to any Competitive Business.",1.0,1.0,0.7666666666666666,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6527717709541321,Non-Compete,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,same_label_different_contract,0.3472282290458679,0.3472282290458679,0.9999999985714286,0.7601809945979812,0.0,0.4196208024894575,0.5949504488432883,0.5949504488432883,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,Non-Compete,"Member covenants and agrees that during the Post-Term Period (defined below), except as otherwise approved in writing by Franchisor, Member shall not, either directly or indirectly, own, manage, engage in, be employed by, advise, make loans to, consult for, or have any other interest in any Competitive Business that is, or intends to operate, within a three (3) mile radius of the premises of your Franchised Business or within a three (3) mile radius of any Franchised Business then-operating or under construction to operate under the System.",1.0,1.0,0.7666666666666666,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6527717709541321,Non-Compete,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",same_label_different_contract,0.3472282290458679,0.3472282290458679,0.9999999985714286,0.7601809945979812,0.0,0.4196208024894575,0.5949504488432883,0.5949504488432883,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",Cap On Liability,XACCT'S SOLE LIABILITY AND LICENSEE'S EXCLUSIVE REMEDY FOR DAMAGES WITH RESPECT TO PRODUCT MAINTENANCE SHALL BE AS SET FORTH IN THE LICENSE AGREEMENT.,1.0,1.0,0.4607843137254902,0.4607843137254902,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5827560424804688,Cap On Liability,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,same_label_different_contract,0.41724395751953125,0.41724395751953125,0.9999999985714286,0.40723981853463287,0.33333333299999995,0.5042338423808679,0.5945350814003038,0.5945350814003038,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Audit Rights,"During the term of this Agreement, [***], each Party will have the right to engage, at its own expense, an independent auditor reasonably acceptable to the other Party to review the other Party's books and records solely for the purpose of confirming the other Party's compliance with its pricing and payment obligations hereunder.",1.0,1.0,0.580392156862745,0.580392156862745,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6974997520446777,Audit Rights,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,same_label_different_contract,0.30250024795532227,0.30250024795532227,0.9999999985714286,0.5452488681491472,0.33333333299999995,0.3655676557068718,0.5943707971354334,0.5943707971354334,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,Audit Rights,"Any Party shall have the right to review or audit the relevant books, records, vouchers, and accounts of costs pursuant to this Paragraph 9.",1.0,1.0,0.580392156862745,0.580392156862745,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6974997520446777,Audit Rights,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",same_label_different_contract,0.30250024795532227,0.30250024795532227,0.9999999985714286,0.5452488681491472,0.33333333299999995,0.3655676557068718,0.5943707971354334,0.5943707971354334,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,Uncapped Liability,"EXCEPT FOR BREACH OF CONFIDENTIALITY OBLIGATION HEREUNDER, AND TO THE EXTENT PERMITTED BY APPLICABLE LAW, IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR SPECIAL, PUNITIVE, INDIRECT, INCIDENTAL OR CONSEQUENTIAL DAMAGES, INCLUDING WITHOUT LIMITATION LOSS OF USE, DATA OR LOST PROFITS, EVEN IF IT HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES, WHETHER UNDER THIS AGREEMENT, IN TORT OR OTHERWISE.",1.0,1.0,0.7823529411764706,0.7823529411764706,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.8905381560325623,Uncapped Liability,"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1",same_label_different_contract,0.10946184396743774,0.10946184396743774,0.9999999985714286,0.7782805420884094,0.33333333299999995,0.1322834132477648,0.5943076550054721,0.5943076550054721,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Exclusivity,"If and to the extent that, as a matter of Law in any jurisdiction, ownership, title, or any rights or interest in or to any of the Assigned IP cannot be assigned as provided in Section 2.1(b)(i), (A) the Seller irrevocably agrees to (and shall cause the other Seller Parties to) assign and transfer, and the Seller hereby assigns and transfers (and shall cause the other Seller Parties to assign and transfer) to the Purchaser Assignees all rights (including all economic and commercialization rights) that can be assigned pursuant to Section 2.1(b)(i) to the fullest extent permissible, and (B) the Seller hereby grants to the Purchaser Assignees, and hereby agrees to cause the other Seller Parties to grant to the Purchaser Assignees, an unlimited, exclusive, irrevocable, assignable, transferable, sublicenseable, worldwide, perpetual, royalty-free, fully-paid up license to use, exploit, and commercialize in any manner now known or in the future discovered and for whatever purpose, any and all rights to Assigned IP that cannot be assigned as contemplated by Section 2.1(b)(i).",1.0,1.0,0.6470588235294117,0.6470588235294117,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5413244962692261,Exclusivity,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",same_label_different_contract,0.4586755037307739,0.4586755037307739,0.9999999985714286,0.6221719449834667,0.0,0.554303293185102,0.5941188091135707,0.5941188091135707,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Exclusivity,"Subject to the terms and conditions of this Agreement, RevMed hereby grants to Sanofi an exclusive (even as to RevMed and its Affiliates), royalty-bearing license (which shall be sub-licensable solely as provided in Section 3.4) under the RevMed Licensed Technology, to Research, Develop, Manufacture, use, sell, offer for sale, import and otherwise Commercialize and exploit Products (including, for clarity, any Companion Diagnostics with respect to such Products) in the Field in the Licensed Territory.",1.0,1.0,0.6470588235294117,0.6470588235294117,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5423502922058105,Exclusivity,"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",same_label_different_contract,0.45764970779418945,0.45764970779418945,0.9999999985714286,0.6221719449834667,0.0,0.5530636329773914,0.5938088940616431,0.5938088940616431,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Cap On Liability,"BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.",1.0,1.0,0.4607843137254902,0.4607843137254902,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.8067779541015625,Cap On Liability,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT,same_label_different_contract,0.1932220458984375,0.1932220458984375,0.9999999985714286,0.40723981853463287,0.6666666659999999,0.23350645929471342,0.5935199022287652,0.5935199022287652,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT",Insurance,"The amount of coverage shall be a minimum of three million dollars ($3,000,000) combined single limit, with no deductible amount for each single occurrence for bodily injury and/or property damage.",1.0,1.0,0.6745098039215687,0.6745098039215687,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.7908729314804077,Insurance,RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,same_label_different_contract,0.20912706851959229,0.20912706851959229,0.9999999985714286,0.6538461530917161,0.33333333299999995,0.2527274592450856,0.593310069255629,0.593310069255629,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,Cap On Liability,IN NO EVENT SHALL JRVS'S LIABILITY ARISING OUT OF THIS AGREEMENT EXCEED THE AMOUNT RECEIVED BY JRVS FROM THE DISTRIBUTOR HEREUNDER FOR THE PRODUCT GIVING RISE TO THE LIABILITY.,1.0,1.0,0.4607843137254902,0.4607843137254902,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5874236822128296,Cap On Liability,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,same_label_different_contract,0.4125763177871704,0.4125763177871704,0.9999999985714286,0.40723981853463287,0.33333333299999995,0.49859306429453354,0.5931248868787202,0.5931248868787202,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,Ip Ownership Assignment,"Each Party to whom ownership is to vest in Joint IP by operation of law or by assignment by its employees or Agents agrees to assign and hereby assigns to the other Party an undivided one-half right, title and interest in and to all Joint IP; and to facilitate such assignment, the Party possessing such ownership agrees (i) to regularly ensure that its employees and consultants timely make any appropriate assignments to it; and (ii) at the other Party's reasonable request, to execute and have its employees and consultants execute, as necessary, all assignments and any other documentation to perfect the undivided one-half right, title and interest in and to the other Party of such Joint IP.",1.0,1.0,0.7568627450980392,0.7568627450980392,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6496456861495972,Ip Ownership Assignment,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,same_label_different_contract,0.35035431385040283,0.35035431385040283,0.9999999985714286,0.7488687774164636,0.0,0.42339863275754563,0.5930668521149309,0.5930668521149309,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Ip Ownership Assignment,"If and to the extent that, as a matter of Law in any jurisdiction, ownership, title, or any rights or interest in or to any of the Assigned IP cannot be assigned as provided in Section 2.1(b)(i), (A) the Seller irrevocably agrees to (and shall cause the other Seller Parties to) assign and transfer, and the Seller hereby assigns and transfers (and shall cause the other Seller Parties to assign and transfer) to the Purchaser Assignees all rights (including all economic and commercialization rights) that can be assigned pursuant to Section 2.1(b)(i) to the fullest extent permissible, and (B) the Seller hereby grants to the Purchaser Assignees, and hereby agrees to cause the other Seller Parties to grant to the Purchaser Assignees, an unlimited, exclusive, irrevocable, assignable, transferable, sublicenseable, worldwide, perpetual, royalty-free, fully-paid up license to use, exploit, and commercialize in any manner now known or in the future discovered and for whatever purpose, any and all rights to Assigned IP that cannot be assigned as contemplated by Section 2.1(b)(i).",1.0,1.0,0.7568627450980392,0.7568627450980392,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6496456861495972,Ip Ownership Assignment,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,same_label_different_contract,0.35035431385040283,0.35035431385040283,0.9999999985714286,0.7488687774164636,0.0,0.42339863275754563,0.5930668521149309,0.5930668521149309,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Change Of Control,"The Company may, at its option, terminate the exclusivity provisions set forth in this Section 3(d) [Exclusivity] upon the occurrence of any of the following events:",1.0,1.0,0.7627450980392156,0.7627450980392156,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6558903455734253,Change Of Control,"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT",same_label_different_contract,0.3441096544265747,0.3441096544265747,0.9999999985714286,0.7556561077253742,0.0,0.4158520481764055,0.5928770385468736,0.5928770385468736,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Uncapped Liability,"VIP shall have no liability with respect to its obligations under this agreement or otherwise for consequential, exemplary, special, indirect, incidental or punitive damages even if it has been advised of the possibility of such damages in any event, other than claims covered by paragraph 8(b) or paragraph 6(a) of this agreement (which claims are excluded from this paragraph 9(f) limitation), the liability of VIP to BNL for any reason and upon any cause of action or claim in contract, tort or otherwise shall be limited to the amount paid by BNL to VIP in the twelve (12) month period prior to the accrual of the action or claim for the specific service which is the subject of the action or claim (or, if such accrual occurs during the first twelve (12) months of the initial term, then the liability shall be limited to the minimum fees payable by BNL to VIP during the first twelve (12) months of the initial term).",1.0,1.0,0.7823529411764706,0.7823529411764706,0.0,0.0,0.0,0.0,0.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6759312152862549,Uncapped Liability,IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,same_label_different_contract,0.3240687847137451,0.3240687847137451,0.9999999985714286,0.7782805420884094,0.0,0.3916329341939228,0.5924783686420116,0.5924783686420116,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,medium-review-priority
